Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Aap Mujhe Achche Lagne Lage,2002.0,180.0,50,3.1,2366.0,3035,831,Ameesha Patel,Kiran Kumar
Aap To Aise Na The,1980.0,145.0,416,5.6,38.0,188,1668,Ranjeeta Kaur,Deepak Parashar
Aapa Akka,2009.0,0.0,269,6.0,10.0,1447,2173,Satyajit Kadam,0
Aapas Ki Baat,1981.0,148.0,77,5.2,17.0,919,1556,Raj Babbar,Shakti Kapoor
Aapko Pehle Bhi Kahin Dekha Hai,2003.0,145.0,20,4.5,273.0,290,1624,Sakshi Shivanand,Farida Jalal
Aaplee Maanse,1992.0,0.0,269,6.4,12.0,2464,1582,Mohan Joshi,Sudhir Joshi
Aar Paar,1985.0,125.0,1,6.1,44.0,2564,1305,Rozina,Utpal Dutt
Aar Ya Paar,1997.0,180.0,427,6.1,230.0,1280,871,Deepa Sahi,Ritu Shivpuri
Aarakshan,2011.0,164.0,336,6.2,5170.0,1865,207,Saif Ali Khan,Manoj Bajpayee
Aaram,1951.0,0.0,409,6.8,40.0,612,617,Madhubala,Talat Mahmood
Aaravalli,1957.0,210.0,363,5.9,7.0,2972,0,0,0
Aarop,1974.0,129.0,269,6.7,13.0,407,2487,Saira Banu,Vinod Mehra
Aar-Paar,1954.0,146.0,398,6.6,250.0,880,2143,Guru Dutt,Jagdish Sethi
Aarti,1962.0,156.0,346,6.6,67.0,1825,377,Meena Kumari,Pradeep Kumar
Aarya,2007.0,157.0,50,4.6,191.0,461,471,Madhavan,Prakash Raj
Aarzoo,1999.0,175.0,327,5.4,1445.0,1374,1168,Akshay Kumar,Saif Ali Khan
Aas,1953.0,0.0,409,5.1,13.0,681,990,Shekhar,Om Prakash
Aas Ka Panchhi,1961.0,0.0,342,6.8,32.0,1566,2510,Rajendra Kumar,Raj Mehra
Aas Paas,1981.0,0.0,409,5.8,107.0,1012,632,Hema Malini,Prem Chopra
Aasha,1957.0,171.0,208,6.5,23.0,1404,2510,Kishore Kumar,Pran
Aasha,1980.0,123.0,320,5.3,199.0,1012,920,Reena Roy,Rameshwari
Aashayein,2010.0,120.0,269,7.1,1259.0,1651,938,Anaitha Nair,Girish Karnad
Aashiana,1986.0,0.0,269,2.6,11.0,1423,201,Mark Zubair,Deepti Naval
Aashik Aawara,1993.0,0.0,269,5.2,299.0,2935,1926,Mamta Kulkarni,Mohnish Bahl
Aashiq,1962.0,150.0,409,6.7,64.0,963,1671,Padmini,Nanda
Aashiq,2001.0,160.0,50,3.8,403.0,981,509,Karisma Kapoor,Rahul Dev
Aashiq Banaya Aapne: Love Takes Over,2005.0,115.0,331,4.3,1569.0,86,694,Tanushree Dutta,Sonu Sood
Aashiq Hoon Baharon Ka,1977.0,136.0,409,5.5,85.0,1012,1703,Zeenat Aman,Danny Denzongpa
Aashique Mastane,1995.0,0.0,162,6.2,13.0,119,1265,Vikas Anand,Mohnish Bahl
Aashiqui,1990.0,152.0,388,6.3,1661.0,1423,1660,Anu Agrawal,Avtar Gill
Aashiqui 2,2013.0,132.0,315,7.0,27357.0,1582,82,Shraddha Kapoor,Shaad Randhawa
Aashiqui.In,2011.0,109.0,327,3.7,61.0,2578,2133,Amit Dhamija,Preeti Gandwani
Aashirwad,1968.0,146.0,269,7.3,203.0,963,377,Sanjeev Kumar,Sumita Sanyal
Aashmani Jawaharat,2014.0,132.0,269,6.1,10.0,2718,228,Anamitra Roy,Yovik
Aasma,2018.0,105.0,29,5.2,8.0,2760,2228,Ameet Gaurr,Sunny Hinduja
Aasma: The Sky Is the Limit,2009.0,240.0,269,3.8,46.0,2278,830,Seema Biswas,Nauheed Cyrusi
Aasmaan,1984.0,145.0,323,4.8,12.0,2917,1715,Divya Rana,Tina Ambani
Aasmaan Mahal,1965.0,172.0,269,5.5,6.0,1292,1613,Dilip Roy,Surekha
Aasmaan Se Gira,1992.0,88.0,97,6.8,56.0,1786,49,Raghuvir Yadav,Anupam Kher
Aasoo Bane Angaarey,1993.0,150.0,1,4.5,88.0,1536,920,Madhuri Dixit,Kiran Kumar
Aasra,1966.0,161.0,282,7.2,32.0,2520,1182,Biswajit Chatterjee,Balraj Sahni
Aastha: In the Prison of Spring,1997.0,132.0,269,6.4,172.0,475,1819,Om Puri,Dinesh Thakur
Aatank,1996.0,113.0,84,3.9,99.0,1911,616,Nafisa Ali,Dharmendra
Aatank Hi Aatank,1995.0,155.0,29,5.2,776.0,720,1712,Aamir Khan,Juhi Chawla
Aathi,2006.0,167.0,52,4.4,2166.0,2164,943,Trisha Krishnan,Vivek
Aatish,1979.0,139.0,1,4.5,16.0,188,920,Neetu Singh,Dheeraj Kumar
Aatish: Feel the Fire,1994.0,155.0,29,5.8,735.0,2451,1970,Aditya Pancholi,Raveena Tandon
Aatma,2006.0,107.0,221,4.2,79.0,654,1006,Shabana Raza,Vikram Singh
Aatma,2013.0,100.0,313,3.8,623.0,2816,881,Bipasha Basu,Padam Bhola
Aavida Maa Aavide,1998.0,153.0,208,6.4,170.0,752,1379,Tabu,Heera Rajgopal
Aavishkar,1974.0,107.0,327,7.0,213.0,475,1703,Sharmila Tagore,Dina Pathak
Aawaz,1956.0,146.0,409,5.1,7.0,3135,1385,Nasir Hussain,Usha Kiran
Aawaz De Kahan Hai,1990.0,0.0,327,3.7,7.0,2670,496,Annu Kapoor,Satyendra Kapoor
Aaya Toofan,1964.0,128.0,8,6.1,14.0,1558,1042,Dara Singh,Helen
Aaya Toofan,1999.0,111.0,1,5.4,31.0,649,1305,Aditya Pancholi,Gulshan Grover
Aaye Din Bahar Ke,1966.0,170.0,396,6.6,109.0,1991,369,Dharmendra,Balraj Sahni
Aazaan,2011.0,125.0,72,4.4,346.0,1882,1895,Candice Boucher,Arya Babbar
Aazmayish,1995.0,147.0,50,5.0,35.0,2369,1896,Rohit Kumar Sharma,Dharmendra
Ab Ayega Mazaa,1984.0,128.0,162,6.6,85.0,1786,1795,Raja Bundela,Pawan Malhotra
Ab Dilli Dur Nahin,1957.0,133.0,269,7.6,80.0,184,1260,Sulochana Latkar,Lala Yaqoob
Ab Hoga Dharna Unlimited,2012.0,78.0,162,4.0,6.0,658,2017,Rekha Rana,Omkar Das Manikpuri
Ab Insaf Hoga,1995.0,125.0,39,4.8,32.0,915,1819,Mithun Chakraborty,Deepika Amin
Ab Ke Baras,2002.0,0.0,80,3.3,198.0,2010,359,Amrita Rao,Ashutosh Rana
Ab Kya Hoga,1977.0,0.0,408,4.8,24.0,2357,2085,Neetu Singh,Asrani
Ab Meri Baari,1989.0,0.0,1,5.1,8.0,490,811,Sudhir Dalvi,Kimi Katkar
Ab Tak Chhappan,2004.0,129.0,29,7.8,8379.0,2621,1390,Revathi,Yashpal Sharma
Ab Tak Chhappan 2,2015.0,106.0,38,5.8,1344.0,755,1390,Mohan Agashe,Gul Panag
Ab To Aaja Saajan Mere,1994.0,127.0,327,4.0,6.0,2133,1043,Arvind Joshi,Shalini Kapoor
Ab Tumhare Hawale Watan Saathiyo,2004.0,193.0,53,4.6,1494.0,265,1977,Amitabh Bachchan,Akshay Kumar
Ab... Bas!,2004.0,137.0,422,3.2,74.0,2078,542,Shawar Ali,Arun Bakshi
ABCD (Any Body Can Dance),2013.0,160.0,314,6.3,6458.0,2245,1562,Ganesh Acharya,Kay Kay Menon
Abdullah,1980.0,136.0,50,6.4,189.0,2455,1671,Sanjay Khan,Sanjeev Kumar
Abe Hayat,1933.0,0.0,269,2.8,10.0,1326,157,Bachan,Nazir
Abe Hayat,1955.0,140.0,8,4.8,21.0,2168,1604,Ameeta,Shashikala
Abhay,1995.0,127.0,350,7.0,64.0,280,271,Benjamin Gilani,Eka Lakhani
Abhi To Jee Lein,1977.0,135.0,52,5.4,10.0,2295,903,Danny Denzongpa,Simi Garewal
Abhilasha,1968.0,141.0,327,6.8,24.0,194,1274,Nanda,Sanjay Khan
Abhimaan,1957.0,0.0,291,7.1,10.0,1426,189,Shekhar,Chand Usmani
Abhimaan,1973.0,122.0,317,7.9,2665.0,963,207,Jaya Bachchan,Asrani
Abhimanyu,1980.0,0.0,0,3.2,8.0,1423,0,0,0
Abhimanyu,1991.0,140.0,223,7.0,326.0,1925,1317,Shankar,Ajayan Adoor
Abhimanyu,1989.0,168.0,20,4.6,28.0,2917,251,Kimi Katkar,Poonam Dhillon
Abhinetri,1970.0,154.0,327,6.7,70.0,2737,2083,Hema Malini,Deb Mukherjee
Abhishap,1986.0,0.0,269,7.1,8.0,534,1775,Debashree Roy,Soumitra Bannerjee
Abhishapt,2011.0,0.0,269,7.0,6.0,1787,662,Vasundhara Das,Raj Vasudeva
Abodh,1984.0,132.0,269,5.8,109.0,951,2340,Madhuri Dixit,Sheela Sharma
Abroo,1943.0,0.0,0,3.1,7.0,863,2164,Lala Yaqoob,Jagdish Sethi
Accident on Hill Road,2010.0,105.0,227,4.0,284.0,1431,708,Celina Jaitly,Abhimanyu Singh
Achanak,1973.0,96.0,218,6.8,213.0,870,2487,Om Shivpuri,Lily Chakravarty
Achanak,1998.0,160.0,76,4.0,245.0,1677,768,Manisha Koirala,Farha Naaz
Achha Bura,1983.0,0.0,269,6.7,25.0,963,212,Ranjeet,Raj Babbar
Achhut Kanya,1936.0,142.0,320,6.5,114.0,788,627,Ashok Kumar,Monorama
Acid Factory,2009.0,108.0,35,5.0,677.0,2816,701,Dia Mirza,Manoj Bajpayee
Action,2019.0,158.0,15,4.5,858.0,2786,2495,Tamannaah Bhatia,Aishwarya Lekshmi
Action Jackson,2014.0,144.0,38,3.3,3461.0,1848,1560,Ajay Devgn,Sonakshi Sinha
Action Replayy,2010.0,129.0,210,4.2,5814.0,3062,146,Aishwarya Rai Bachchan,Aditya Roy Kapoor
Actress,1948.0,0.0,0,6.2,5.0,1653,581,Rehana,0
Ada... A Way of Life,2010.0,120.0,29,3.6,49.0,2884,414,Ayesha Jhulka,Rahul Roy
Adalat,1958.0,139.0,320,6.9,36.0,1204,1401,Pradeep Kumar,Pran
Adalat,1976.0,138.0,43,6.4,284.0,1671,207,Waheeda Rehman,Neetu Singh
Adam Ka Janam,1989.0,0.0,269,5.5,6.0,2442,2280,0,0
Adharm,1992.0,0.0,29,5.1,66.0,430,2085,Shabana Azmi,Sanjay Dutt
Adharm,2006.0,0.0,1,5.3,11.0,81,1653,Mayuri Kango,Rocky Khanna
Adhi Raat Ke Baad,1965.0,137.0,49,6.6,28.0,1659,377,Ragini,Sailesh Kumar
Adhikar,1954.0,126.0,180,6.7,13.0,1568,2393,Kishore Kumar,Yashodra Katju
Adhikar,1986.0,0.0,291,6.2,38.0,602,2445,Rajesh Khanna,Tina Ambani
Adhikar,1971.0,0.0,269,4.9,21.0,2334,377,Nanda,Deb Mukherjee
Adhipathi,2001.0,151.0,39,5.4,533.0,2222,1379,Ali,Mohan Babu
Adhura Sapna,2007.0,88.0,269,4.7,11.0,3043,2325,Rajnel Prasad,Ratu Rakuita Tawake
Adhurs,2010.0,150.0,26,6.8,2393.0,2965,1375,Nayanthara,Sheela Kaur
Adi Shankaracharya,1983.0,130.0,151,7.3,240.0,800,1999,M.V. Narayana Rao,Manjunath Bhatt
Adil-E-Jahangir,1955.0,150.0,269,5.0,8.0,796,1564,Meena Kumari,D.K. Sapru
Adisaya Piravi,1990.0,145.0,21,6.9,335.0,2340,1712,Chinnijayanth,Jai Ganesh
Admissions Open,2010.0,0.0,172,3.3,51.0,1174,297,Ashish Vidyarthi,Arshi
Adrishya,2017.0,106.0,287,3.3,102.0,2431,1469,Archana Kotwal,Ravi Kumar
Adutha Varisu,1983.0,122.0,269,5.5,76.0,2340,1712,Sridevi,Varalakshmi S.
Adventure Kids Hindi Film,2019.0,120.0,90,6.6,12.0,1495,2302,Neel Bakshi,Prachita Gujar
Adventures of Aladdin,1978.0,151.0,90,4.7,7.0,956,1433,Jayshree T.,Raza Murad
Adventures of Ali-Baba and the Forty Thieves,1980.0,153.0,7,6.2,506.0,1372,2385,Dharmendra,Hema Malini
Adventures of Tarzan,1985.0,135.0,4,4.6,140.0,454,1052,Dalip Tahil,Om Shivpuri
Adwait Sangeet,2011.0,82.0,249,7.9,13.0,1440,0,0,0
Ae Dil Hai Mushkil,2016.0,158.0,315,5.8,21661.0,1248,1761,Aishwarya Rai Bachchan,Anushka Sharma
Aetbaar,2004.0,152.0,48,4.6,1013.0,3035,207,John Abraham,Bipasha Basu
Aflatoon,1997.0,153.0,19,4.5,1261.0,866,146,Urmila Matondkar,Anupam Kher
Africadalli Sheela,1986.0,134.0,126,6.6,18.0,649,231,Sahila Chaddha,B.S. Dwarakish
Afsana,1966.0,134.0,327,6.5,12.0,547,377,Pradeep Kumar,Padmini
Afsana,1951.0,168.0,282,7.8,57.0,447,377,Veena,Jeevan
Afsana Dilwalon Ka,2001.0,195.0,327,3.6,1025.0,1012,27,Juni,Rahul Roy
Afsana Pyar Ka,1991.0,145.0,327,5.9,783.0,1401,19,Neelam Kothari,Deepak Tijori
Afsar,1950.0,121.0,208,7.1,19.0,592,617,Suraiya,Ruma Guha Thakurta
After the Third Bell,2014.0,92.0,235,6.3,43.0,115,2381,Akanksha D. Sharma,Sukhesh Arora
Agar Tum Na Hote,1983.0,161.0,282,6.4,152.0,1381,1703,Rekha,Raj Babbar
Agar... If,1977.0,0.0,269,6.4,27.0,760,214,Zarina Wahab,Kader Khan
Agathiyar,1972.0,153.0,94,6.6,30.0,16,2317,J.P. Chandrababu,Devagi
Agent Vinod,1977.0,139.0,29,5.7,84.0,647,1170,Asha Sachdev,Iftekhar
Agent Vinod,2012.0,157.0,15,5.2,7210.0,2720,1024,Saif Ali Khan,Rajat Kapoor
Aggar: Passion Betrayal Terror,2007.0,0.0,422,4.0,281.0,240,2377,Udita Goswami,Shreyas Talpade
Aghaat,1985.0,138.0,279,7.1,120.0,862,1495,Bharat Gopy,Pankaj Kapur
Agnee,1988.0,153.0,50,5.1,29.0,1012,1305,Chunky Panday,Amrita Singh
Agnee Morcha,1997.0,142.0,1,3.1,14.0,2119,311,Birbal,Dharmendra
Agneekaal,1990.0,161.0,29,5.6,26.0,39,1252,Masum Ali,Sadashiv Amrapurkar
Agneepath,1990.0,174.0,29,7.7,8500.0,1607,207,Mithun Chakraborty,Madhavi
Agneepath,2012.0,174.0,29,6.9,22895.0,1251,831,Priyanka Chopra Jonas,Sanjay Dutt
Agni IPS,1997.0,137.0,1,7.8,33.0,230,1997,Saikumar,Ranjitha
Agni Pankh,2004.0,0.0,50,4.5,108.0,2472,932,Sameer Dharmadhikari,Rahul Dev
Agni Pareeksha,1981.0,130.0,218,6.0,22.0,1214,214,Parikshit Sahni,Rameshwari
Agni Rekha,1973.0,0.0,269,7.3,9.0,1426,1981,Sharada,Sajjan
Agni Sakshi,1996.0,142.0,320,6.1,684.0,1805,871,Nana Patekar,Manisha Koirala
Agnichakra,1997.0,123.0,1,3.6,53.0,1278,205,Naseeruddin Shah,Govinda
Agniputra,2000.0,140.0,1,4.6,24.0,3020,390,Mithun Chakraborty,Pinky Chinoy
Agnivarsha: The Fire and the Rain,2002.0,126.0,299,4.6,361.0,327,871,Kumar Iyengar,Raveena Tandon
Agra Road,1957.0,0.0,211,4.8,5.0,2235,2050,Vijay Anand,Nanda
Agreement,1980.0,124.0,381,6.2,19.0,255,1819,Utpal Dutt,Shailendra Singh
Agyaat,2009.0,130.0,311,2.9,620.0,2147,1476,Priyanka Kothari,Rasika Dugal
Ahaan,2019.0,81.0,172,7.2,213.0,1714,321,Niharika Singh,Abuli Mamaji
Ahankaar,1995.0,145.0,269,5.9,53.0,357,1305,Mamta Kulkarni,Prem Chopra
Ahinsa,1979.0,103.0,39,4.1,10.0,566,2263,Rekha,Ranjeet
Ahista Ahista,1981.0,141.0,396,7.0,45.0,760,1531,Suresh Chatwal,Aruna Irani
Ahista Ahista,2006.0,122.0,327,7.0,1491.0,2634,35,Soha Ali Khan,Shayan Munshi
Ahsaas,1979.0,144.0,327,5.7,38.0,2833,2083,Simi Garewal,Rakesh Bedi
Airlift,2016.0,130.0,303,8.0,53897.0,2032,146,Nimrat Kaur,Kumud Mishra
Aisa Kyon Hota Hai?,2006.0,0.0,29,3.9,21.0,117,1787,Amit,Gopi Bhalla
Aisa Pyar Kahan,1986.0,0.0,327,6.3,36.0,3022,920,Jaya Prada,Mithun Chakraborty
Aisa Yeh Jahaan,2015.0,120.0,269,6.6,52.0,536,2529,Ira Dubey,Tinnu Anand
Aisaa Kyon,2003.0,0.0,427,3.7,7.0,441,1749,Sunil Dhawan,Avtar Gill
Aisha,2010.0,126.0,180,5.0,3953.0,2118,2189,Abhay Deol,Amrita Puri
Aisi Bhi Kya Jaldi Hai,1996.0,132.0,208,6.6,68.0,2369,1896,Sachin Pilgaonkar,Vivek Mushran
Aisi Deewangi,2009.0,125.0,20,4.1,7.0,41,2000,Preeti Arora,Pankaj Berry
Aitbaar,1985.0,133.0,422,6.9,149.0,1607,1668,Dimple Kapadia,Danny Denzongpa
Aitraaz,2004.0,160.0,331,6.6,9721.0,39,1252,Akshay Kumar,Kareena Kapoor
Aiyaary,2018.0,157.0,52,5.3,4167.0,1697,2156,Manoj Bajpayee,Rakul Preet Singh
Aiyyaa,2012.0,152.0,208,4.4,1765.0,2367,1768,Prithviraj Sukumaran,Nirmiti Sawant
Ajab Gazabb Love,2012.0,116.0,208,4.2,520.0,2449,872,Nidhi Subbaiah,Darshan Jariwala
Ajab Prem Ki Ghazab Kahani,2009.0,150.0,25,6.4,13194.0,2110,1761,Katrina Kaif,Darshan Jariwala
Ajab Singh Ki Gajab Kahani,2017.0,115.0,269,5.8,52.0,2257,114,Vikas Giri,Rajesh Jais
Ajanabee,1974.0,139.0,327,6.5,174.0,2564,1703,Zeenat Aman,Prem Chopra
Ajay,1996.0,146.0,50,3.7,187.0,2790,2271,Karisma Kapoor,Reena Roy
Ajeeb Daastaans,2021.0,142.0,327,6.7,4133.0,1696,1041,Shashank Khaitan,Raj Mehta
Ajeeb Dastaan Hai Yeh,1992.0,0.0,269,4.7,11.0,1012,2455,Neelima Azim,Rita Bhaduri
Ajeeb Itefaq,1989.0,0.0,237,5.5,12.0,1138,1426,Mohan Gokhale,Vijayendra Ghatge
Aji Bas Shukriya,1958.0,0.0,178,6.1,11.0,1558,741,Suresh,Johnny Walker
Ajji,2017.0,104.0,269,6.9,973.0,676,2297,Smita Tambe,Sharvani Suryavanshi
Ajnabee,2001.0,165.0,29,6.4,8164.0,39,1252,Akshay Kumar,Bobby Deol
Ajnabi Saaya,1998.0,0.0,363,2.7,9.0,1890,1067,Sulabha Deshpande,Bharat Kapoor
Ajooba,1991.0,178.0,4,5.3,1214.0,2596,749,Amitabh Bachchan,Dimple Kapadia
Ajooba Kudrat Ka,1991.0,0.0,8,4.8,29.0,2666,2371,Hemant Birje,Manjeet Kular
AK 47,2004.0,125.0,84,5.0,39.0,1977,77,Sheetal Bavishi,Om Puri
AK vs AK,2020.0,108.0,19,6.9,12429.0,3040,251,Anurag Kashyap,Sonam Kapoor
Akaash Vani,2013.0,149.0,327,6.3,1857.0,1389,1028,Nushrat Bharucha,Sunny Singh Nijjar
Akalmand,1984.0,0.0,211,5.7,40.0,1636,377,Jeetendra,Sridevi
Akalmand,1966.0,0.0,162,7.4,5.0,2538,837,Kishore Kumar,Sonia Sahni
Akarshan,1988.0,0.0,409,4.8,26.0,2885,135,Sonu Walia,Girish Karnad
Akashdeep,1965.0,136.0,269,6.6,32.0,1825,632,Mehmood,Ashok Kumar
Akayla,1991.0,180.0,52,5.0,421.0,2182,207,Jackie Shroff,Amrita Singh
Akbar Saleem Anarkali,1979.0,139.0,304,7.7,38.0,1637,1374,Nandamuri Balakrishna,Unni Mary
Akela the Alone,2014.0,58.0,427,5.5,10.0,74,67,Roman Ajaz,Casim Bilal
Akele Hum Akele Tum,1995.0,160.0,269,7.0,4780.0,1502,19,Manisha Koirala,Master Adil
Akeli,1999.0,165.0,409,5.6,11.0,3056,1543,Nandini Ghosal,Brij Gopal
Akeli Mat Jaiyo,1963.0,0.0,208,6.3,21.0,1665,1274,Rajendra Kumar,Agha
Akhiyon Se Goli Maare,2002.0,146.0,208,5.1,881.0,919,768,Raveena Tandon,Kader Khan
Akhri Muqabla,1989.0,132.0,39,5.3,13.0,2745,2083,Rajan Sippy,Suresh Oberoi
Aks,2001.0,184.0,33,5.8,1627.0,2141,207,Raveena Tandon,Manoj Bajpayee
Aksar,2006.0,135.0,331,4.8,1152.0,240,694,Udita Goswami,Dino Morea
Aksar 2,2017.0,127.0,224,3.6,417.0,240,2546,Gautam Rode,Lillete Dubey
Alaap,1977.0,160.0,317,6.7,327.0,963,207,Rekha,Chhayadevi
Aladdin and the Wonderful Lamp,1952.0,144.0,115,5.9,15.0,956,1177,Meena Kumari,S.N. Tripathi
Aladin,2009.0,132.0,4,4.6,2839.0,2766,207,Sanjay Dutt,Riteish Deshmukh
Alag Alag,1985.0,174.0,346,6.4,86.0,2564,1703,Shashi Kapoor,Tina Ambani
Alag: He Is Different.... He Is Alone...,2006.0,123.0,44,3.8,1172.0,391,145,Dia Mirza,Yatin Karyekar
Alajh Palajh,2019.0,136.0,162,6.9,7.0,2943,2456,Usha Devi,Monu Dhankad
Alakh Niranjan,1975.0,0.0,350,7.4,22.0,459,1374,Vanisri,Ramakrishna
Alam Ara,1973.0,124.0,269,6.8,8.0,1666,1432,Ajit Sachdev,Paidi Jairaj
Alavuddinum Athbutha Vilakkum,1979.0,144.0,105,6.6,161.0,970,983,Rajinikanth,Jayabharati
Albela,2001.0,145.0,180,3.7,737.0,657,768,Aishwarya Rai Bachchan,Jackie Shroff
Albela,1951.0,158.0,178,7.0,82.0,1516,741,Master Bhagwan,Badri Prasad
Albela,1971.0,0.0,269,6.0,6.0,7,1289,Aruna Irani,Rajendranath Malhotra
Albert Pinto Ko Gussa Kyon Ata Hai,1980.0,110.0,180,7.5,428.0,2377,1406,Shabana Azmi,Smita Patil
Albert Pinto Ko Gussa Kyun Aata Hai?,2019.0,100.0,269,5.5,349.0,2702,1193,Nandita Das,Amarjeet Amle
Alex's Strip,2019.0,109.0,269,5.9,37.0,994,105,Aida Folch,Rohit Choudhary
Ali Baba and 40 Thieves,1966.0,154.0,117,6.4,14.0,956,1981,L. Vijayalakshmi,David Abraham
Alibaba,1940.0,0.0,0,6.0,5.0,1530,2286,Ghulam Mohammed,Wahidan
Alibaba and 40 Thieves,1954.0,145.0,6,6.2,46.0,956,2050,Mahipal,B.M. Vyas
Alibaba Aur 40 Chor,2004.0,0.0,6,4.4,30.0,2795,424,Brownie,Diveyaa Dwivedi
Alibaba Aur Chalis Chor,1932.0,0.0,0,3.4,5.0,1015,0,0,0
Alibaba Marjinaa,1977.0,163.0,2,6.7,27.0,1270,2389,Birbal,Jagdeep
Alif,2017.0,120.0,269,6.5,137.0,3131,1440,Pawan Tiwari,Bhavna Pani
Alif Laila,1933.0,0.0,350,7.2,37.0,467,2066,Bashir Qawal,Zohra
Alif-Laila,1953.0,135.0,350,6.3,11.0,1143,1461,Asha Mathur,Pran
Aligarh,2015.0,114.0,151,7.8,6402.0,901,1225,Rajkummar Rao,Ashish Vidyarthi
All Is Well,2015.0,126.0,180,3.8,1513.0,2936,1836,Abhishek Bachchan,Asin Thottumkal
All Ladies Do It,2020.0,97.0,427,7.9,384.0,151,136,Ajay Bafna,Vikas Sachdeva
All Rounder,1984.0,128.0,39,4.8,31.0,1566,1100,Rati Agnihotri,Vinod Mehra
All the Best: Fun Begins,2009.0,144.0,20,6.2,5786.0,2282,1970,Ajay Devgn,Fardeen Khan
Allah Ke Banday,2010.0,123.0,29,6.1,303.0,777,2417,Virendra Giri,Vikram Gokhale
Allah Meharban To Gadha Pehalwan,1997.0,149.0,162,4.3,7.0,2234,2541,Shakti Kapoor,Kader Khan
Allah-Rakha,1986.0,160.0,39,5.4,132.0,1279,871,Shammi Kapoor,Waheeda Rehman
Alone,2015.0,133.0,363,3.7,1622.0,517,499,Karan Singh Grover,Sulabha Arya
Aloo Chaat,2009.0,0.0,180,5.8,907.0,2268,87,Aamna Sharif,Linda Arsenio
Always Kabhi Kabhi,2011.0,126.0,165,4.0,1295.0,2294,1137,Satyajeet Dubey,Ali Fazal
Amaanat,1977.0,0.0,282,6.1,24.0,2601,1231,Sadhana,Balraj Sahni
Amaanat,1994.0,140.0,39,4.7,552.0,2020,1970,Akshay Kumar,Heera Rajgopal
Aman,1967.0,152.0,110,6.5,41.0,1566,1696,Saira Banu,Balraj Sahni
Aman Ke Farishtey,2016.0,137.0,1,6.6,23.0,1197,2193,Dev Anand,Bob Christo
Amanat,1955.0,0.0,282,7.1,15.0,316,464,Chand Usmani,Nasir Hussain
Amanush,1975.0,153.0,282,7.0,232.0,2564,2399,Sharmila Tagore,Prema Narayan
Amar,1954.0,149.0,320,6.8,162.0,1530,1166,Nimmi,Dilip Kumar
Amar Deep,1958.0,148.0,396,6.6,38.0,2863,617,Vyjayanthimala,Padmini
Amar Deep,1979.0,0.0,327,6.9,66.0,1952,964,Rajesh Khanna,Vinod Mehra
Amar Joshi Shahid Ho Gaya,2005.0,0.0,162,5.6,17.0,2115,2267,Rajpal Yadav,Shawar Ali
Amar Jyoti,1936.0,166.0,269,6.1,17.0,2580,685,Shanta Apte,Vasanti
Amar Prem,1948.0,0.0,269,8.0,39.0,1634,1158,Raj Kapoor,Madhubala
Amar Prem,1960.0,0.0,0,7.2,6.0,2169,2106,Krishna Rao,Savitri
Amar Prem,1972.0,143.0,320,8.2,1592.0,2564,1703,Sharmila Tagore,Sujit Kumar
Amar Prem,2020.0,143.0,269,4.4,25.0,2881,535,Kundan Bhardwaj,Sufi
Amar Rahe Ye Pyar,1961.0,121.0,269,6.5,14.0,1847,1696,Nalini Jaywant,Nanda
Amar Shakti,1978.0,133.0,4,4.9,16.0,919,2083,Shatrughan Sinha,Sulakshana Pandit
"Amar, Akbar and Anthony",1977.0,184.0,20,7.5,7336.0,1483,2487,Rishi Kapoor,Amitabh Bachchan
Amavas,2019.0,134.0,373,2.8,308.0,517,156,Ali Asgar,Vivan Bhatena
Amavas Ki Raat,1990.0,0.0,363,3.1,18.0,1561,1784,Rakesh Bedi,Sunil Dhawan
Amba,1990.0,153.0,339,4.2,41.0,1566,2031,Anil Kapoor,Meenakshi Sheshadri
Ambe Maa Jagdambe Maa,1980.0,0.0,173,5.3,6.0,2767,1122,Yogesh Chhabra,Surjeet Kaur
Amber,1952.0,141.0,6,6.9,65.0,1072,1401,Raj Kapoor,Agha
Amber,1985.0,0.0,409,5.8,11.0,1879,1564,Anuradha Patel,Rameshwari
Amdavad Junction,2013.0,95.0,401,4.4,16.0,312,1854,Ishita Salot,Gunjan Vyas
Ameer Aadmi Gharib Aadmi,1985.0,0.0,269,5.4,19.0,213,207,Zeenat Aman,Rabia Amin
American Desi,2001.0,100.0,180,6.6,1585.0,1830,588,Ronobir Lahiri,Purva Bedi
Amir Garib,1974.0,140.0,84,6.6,90.0,1566,617,Hema Malini,Prem Nath
Amir Salman Shahrukh,2016.0,0.0,162,5.5,12.0,686,1914,Raju Rahikwar,0
Amiri Garibi,1990.0,155.0,339,4.9,47.0,919,920,Rekha,Rishi Kapoor
Amit Sahni Ki List,2014.0,110.0,208,5.4,347.0,110,2492,Vega Tamotia,Anindita Nayar
Amma,2002.0,0.0,279,6.2,6.0,3108,2056,Brahmanandam,Ayesha Jhulka
Amma,1986.0,135.0,269,6.2,11.0,1104,1736,Mithun Chakraborty,Suresh Oberoi
Amma Nagamma,2001.0,110.0,301,5.6,7.0,556,629,Kumar Govind,Prema
Ammaa Ki Boli,2021.0,117.0,172,8.1,871.0,1667,1975,Hrishitaa Bhatt,Master Aniket
